"","Control_1","Control_2","Control_3","Treated_1","Treated_2","Treated_3"
"Gene_4935",43,74,99,66,95,140
"Gene_4936",55,74,122,58,97,129
"Gene_4937",58,72,91,74,89,110
"Gene_4938",61,83,116,71,88,117
"Gene_4939",56,70,99,71,107,129
"Gene_4940",50,83,105,64,98,99
"Gene_4941",57,70,94,72,102,180
"Gene_4942",67,76,98,58,106,117
"Gene_4943",42,90,101,77,106,114
"Gene_4944",50,77,99,73,91,122
"Gene_4945",63,65,103,49,91,126
"Gene_4946",62,90,105,68,102,129
"Gene_4947",53,87,99,62,88,141
"Gene_4948",65,68,113,64,98,111
"Gene_4949",58,66,112,62,86,124
"Gene_4950",64,68,98,72,101,147
"Gene_4951",51,68,110,53,86,135
"Gene_4952",57,92,94,55,90,122
"Gene_4953",43,83,113,64,102,117
"Gene_4954",42,83,81,60,84,105
"Gene_4955",61,94,109,65,98,100
"Gene_4956",50,66,99,70,91,98
"Gene_4957",57,65,95,62,100,122
"Gene_4958",59,84,92,69,113,99
"Gene_4959",60,75,83,66,98,124
"Gene_4960",53,82,112,76,92,98
"Gene_4961",38,85,96,67,102,116
"Gene_4962",57,80,101,58,115,124
"Gene_4963",57,81,104,64,92,129
"Gene_4964",60,82,114,58,94,123
"Gene_4965",50,101,101,58,88,132
"Gene_4966",58,77,109,54,100,122
"Gene_4967",52,90,75,64,112,117
"Gene_4968",55,93,82,72,96,118
"Gene_4969",46,69,109,66,96,128
"Gene_4970",55,69,96,62,92,136
"Gene_4971",50,101,99,73,89,118
"Gene_4972",48,89,100,58,100,111
"Gene_4973",59,80,122,55,94,126
"Gene_4974",50,75,109,62,98,122
"Gene_4975",58,93,121,62,106,120
"Gene_4976",56,63,83,64,95,122
"Gene_4977",52,71,133,68,98,98
"Gene_4978",52,71,117,66,95,126
"Gene_4979",61,74,110,70,112,123
"Gene_4980",59,77,87,44,91,106
"Gene_4981",54,84,112,58,94,96
"Gene_4982",53,69,104,62,104,122
"Gene_4983",37,74,108,70,104,111
"Gene_4984",62,95,95,72,84,116
"Gene_4985",65,74,101,62,100,128
"Gene_4986",53,78,116,60,112,114
"Gene_4987",69,78,99,57,98,126
"Gene_4988",50,92,113,75,83,118
"Gene_4989",54,97,108,70,94,116
"Gene_4990",60,70,90,63,108,128
"Gene_4991",48,88,100,85,77,120
"Gene_4992",62,84,116,64,89,108
"Gene_4993",66,104,82,66,82,124
"Gene_4994",69,71,87,62,78,120
"Gene_4995",54,86,86,74,92,130
"Gene_4996",74,99,117,71,92,132
"Gene_4997",57,71,109,58,84,147
"Gene_4998",58,73,103,57,90,122
"Gene_4999",66,91,91,58,106,130
"Gene_5000",64,69,91,54,116,146
